50.5333, 0.000453352, 
35.0206, 0.000727486, 
27.9798, 0.305453, 
23.8032, 0.320212, 
20.935, 0.326927, 
18.8073, 0.328799, 
17.1466, 0.32768, 
15.8027, 0.324714, 
14.6856, 0.320637, 
13.7376, 0.315939, 
12.9191, 0.310948, 
12.2034, 0.305891, 
11.5699, 0.300924, 
11.0043, 0.296158, 
10.4951, 0.291669, 
10.0334, 0.287514, 
9.61242, 0.283731, 
9.22667, 0.280353, 
8.87127, 0.277403, 
8.54273, 0.274902, 
8.23778, 0.272871, 
7.95416, 0.27133, 
7.6892, 0.270305, 
7.44105, 0.269824, 
7.2085, 0.269924, 
6.98947, 0.27065, 
6.78316, 0.27206, 
6.58834, 0.274231, 
6.40418, 0.277262, 
6.22945, 0.281282, 
6.06354, 0.28647, 
5.90563, 0.293067, 
5.75531, 0.301416, 
5.61155, 0.312016, 
5.47395, 0.325628, 
5.34146, 0.34347, 
5.21329, 0.367635, 
5.08737, 0.402007, 
4.96043, 0.454266, 
4.82262, 0.536569, 
4.66491, 0.636017, 
4.50926, 0.698379, 
4.37534, 0.720054, 
4.26275, 0.719071, 
4.1678, 0.706593, 
4.087, 0.688444, 
4.01748, 0.667734, 
3.9576, 0.646185, 
3.90571, 0.624771, 
3.8608, 0.604053, 
3.82184, 0.584347, 
3.788, 0.565827, 
3.75888, 0.548578, 
3.73386, 0.532631, 
3.71253, 0.517988, 
3.69448, 0.504627, 
3.67951, 0.492517, 
3.6668, 0.481621, 
3.65654, 0.471896, 
3.64834, 0.463299, 
3.64178, 0.455785, 
3.63645, 0.44931, 
3.63234, 0.443826, 
3.62906, 0.439288, 
3.62619, 0.435646, 
3.62394, 0.43285, 
3.62168, 0.430849, 
3.61942, 0.429587, 
3.61696, 0.429007, 
3.6143, 0.42905, 
3.61122, 0.429654, 
3.60753, 0.430756, 
3.60343, 0.432291, 
3.59871, 0.434194, 
3.59338, 0.436403, 
3.58743, 0.438854, 
3.58107, 0.441488, 
3.5739, 0.44425, 
3.56651, 0.447086, 
3.55852, 0.449951, 
3.55011, 0.452801, 
3.54129, 0.4556, 
3.53206, 0.458316, 
3.52263, 0.460923, 
3.51278, 0.463398, 
3.50294, 0.465725, 
3.49269, 0.46789, 
3.48243, 0.469885, 
3.47197, 0.471704, 
3.46151, 0.473344, 
3.45085, 0.474804, 
3.44019, 0.476088, 
3.42952, 0.477198, 
3.41886, 0.478141, 
3.4084, 0.478923, 
3.39773, 0.479551, 
3.38728, 0.480034, 
3.37702, 0.480382, 
3.36656, 0.480604, 
3.35651, 0.48071, 
