50.4287, 0.218247, 
34.9289, 0.276471, 
27.98, 0.305453, 
23.8038, 0.320212, 
20.9352, 0.326927, 
18.8073, 0.328799, 
17.147, 0.327679, 
15.8033, 0.324713, 
14.6861, 0.320637, 
13.7378, 0.315939, 
12.9191, 0.310948, 
12.2038, 0.305891, 
11.5705, 0.300924, 
11.0045, 0.296158, 
10.4951, 0.291669, 
10.0341, 0.287513, 
9.61242, 0.283731, 
9.22687, 0.280353, 
8.87168, 0.277403, 
8.54273, 0.274902, 
8.2384, 0.272871, 
7.95457, 0.27133, 
7.68961, 0.270305, 
7.44105, 0.269824, 
7.20891, 0.269924, 
6.98988, 0.27065, 
6.78316, 0.27206, 
6.58875, 0.274231, 
6.40418, 0.277262, 
6.22945, 0.281282, 
6.06375, 0.28647, 
5.90625, 0.293067, 
5.75531, 0.301415, 
5.61176, 0.312016, 
5.47395, 0.325628, 
5.34187, 0.34347, 
5.21391, 0.367635, 
5.08758, 0.402007, 
4.96043, 0.454266, 
4.82262, 0.536568, 
4.66512, 0.636017, 
4.50926, 0.698379, 
4.37555, 0.720054, 
4.26316, 0.719071, 
4.16801, 0.706592, 
4.08762, 0.688444, 
4.01789, 0.667734, 
3.95801, 0.646184, 
3.90633, 0.624771, 
3.86121, 0.604053, 
3.82184, 0.584347, 
3.7882, 0.565827, 
3.75949, 0.548578, 
3.73406, 0.532631, 
3.71273, 0.517987, 
3.69469, 0.504627, 
3.67992, 0.492517, 
3.6668, 0.481621, 
3.65695, 0.471896, 
3.64875, 0.463299, 
3.64219, 0.455785, 
3.63645, 0.44931, 
3.63234, 0.443826, 
3.62906, 0.439287, 
3.6266, 0.435645, 
3.62414, 0.43285, 
3.62168, 0.430848, 
3.62004, 0.429586, 
3.61758, 0.429006, 
3.6143, 0.429049, 
3.61184, 0.429652, 
3.60773, 0.430754, 
3.60363, 0.432288, 
3.59871, 0.43419, 
3.59379, 0.436398, 
3.58805, 0.438848, 
3.58148, 0.441481, 
3.5741, 0.44424, 
3.56672, 0.447075, 
3.55852, 0.449938, 
3.55031, 0.452786, 
3.54129, 0.455582, 
3.53227, 0.458295, 
3.52324, 0.460897, 
3.5134, 0.463367, 
3.50355, 0.465686, 
3.49289, 0.467843, 
3.48305, 0.469825, 
3.47238, 0.471627, 
3.46172, 0.473243, 
3.45105, 0.474671, 
3.44039, 0.475909, 
3.42973, 0.476957, 
3.41906, 0.477817, 
3.40922, 0.478492, 
3.39855, 0.478989, 
3.38789, 0.479324, 
3.37805, 0.479531, 
3.36738, 0.479672, 
3.35754, 0.479859, 
